"id","island_code","city_code","province_code","name"
"1269","40037","1902","19","Pulau Batudinding"
"1270","40038","1902","19","Pulau Batugerude"
"1271","40039","1902","19","Pulau Batukecipai"
"1272","40040","1902","19","Pulau Batumalang"
"1273","40041","1902","19","Pulau Batumalang"
"1274","40042","1902","19","Pulau Batuneksauya"
"1275","40043","1902","19","Pulau Batupanel"
"1276","40044","1902","19","Pulau Batupenyuk"
"1277","40045","1902","19","Pulau Baturusak"
"1278","40046","1902","19","Pulau Batuseribu"
"1279","40047","1902","19","Pulau Bayan"
"1280","40048","1902","19","Pulau Bayan"
"1281","40049","1902","19","Pulau Bayan Kecil"
"1282","40050","1902","19","Pulau Bekukor"
"1283","40051","1902","19","Pulau Betangan"
"1284","40052","1902","19","Pulau Bira"
"1285","40053","1902","19","Pulau Blatok"
"1286","40054","1902","19","Pulau Buntar"
"1287","40055","1902","19","Pulau Burung"
"1288","40056","1902","19","Pulau Ceparcepur"
"1289","40057","1902","19","Pulau Cina"
"1290","40058","1902","19","Pulau Damayan"
"1291","40059","1902","19","Pulau Genting"
"1292","40060","1902","19","Pulau Genting Kecil"
"1293","40061","1902","19","Pulau Gersik"
"1294","40062","1902","19","Pulau Gun Tong"
"1295","40063","1902","19","Pulau Gusong Aik Berani"
"1296","40064","1902","19","Pulau Gusong Penyu"
"1297","40065","1902","19","Pulau Gusong Seribu"
"1298","40066","1902","19","Pulau Gusong Tengah"
"1299","40067","1902","19","Pulau Gusong Teritip"
"1300","40068","1902","19","Pulau Gusongare"
"1301","40069","1902","19","Pulau Gusongbugis"
"1302","40070","1902","19","Pulau Gusongru"
"1303","40071","1902","19","Pulau Ihot"
"1304","40072","1902","19","Pulau Jemang"
"1305","40073","1902","19","Pulau Kalambau"
"1306","40074","1902","19","Pulau Kalimambang"
"1307","40075","1902","19","Pulau Kampak"
"1308","40076","1902","19","Pulau Kapal"
"1309","40077","1902","19","Pulau Kapal"
"1310","40078","1902","19","Pulau Karangbetere"
"1311","40079","1902","19","Pulau Karangmelanau"
"1312","40080","1902","19","Pulau Kelayang"
"1313","40081","1902","19","Pulau Kelebong"
"1314","40082","1902","19","Pulau Kelemuak"
"1315","40083","1902","19","Pulau Keluang"
"1316","40084","1902","19","Pulau Keluang"
"1317","40085","1902","19","Pulau Kembong"
"1318","40086","1902","19","Pulau Kera"
"1319","40087","1902","19","Pulau Kerak"
"1320","40088","1902","19","Pulau Kerdendang"
"1321","40089","1902","19","Pulau Kerengan Gede"
"1322","40090","1902","19","Pulau Kerengan Kecik"
"1323","40091","1902","19","Pulau Kerenggan"
"1324","40092","1902","19","Pulau Ketam"
"1325","40093","1902","19","Pulau Kimar"
"1326","40094","1902","19","Pulau Kirip"
"1327","40095","1902","19","Pulau Klirim"
"1328","40096","1902","19","Pulau Kuale"
"1329","40097","1902","19","Pulau Kuil"
"1330","40098","1902","19","Pulau Langer"
"1331","40099","1902","19","Pulau Lanun Gede"
"1332","40100","1902","19","Pulau Lanun Kecik"
"1333","40101","1902","19","Pulau Lengkuas"
"1334","40102","1902","19","Pulau Limausering"
"1335","40103","1902","19","Pulau Lumut"
"1336","40104","1902","19","Pulau Lutong"
"1337","40105","1902","19","Pulau Mak Siade"
"1338","40106","1902","19","Pulau Malang Besar"
"1339","40107","1902","19","Pulau Malang Duyak"
"1340","40108","1902","19","Pulau Malangarak"
"1341","40109","1902","19","Pulau Malangduyak"
"1342","40110","1902","19","Pulau Malangkitaer"
"1343","40111","1902","19","Pulau Malangpenyu"
"1344","40112","1902","19","Pulau Mempadin"
"1345","40113","1902","19","Pulau Mempali"
"1346","40114","1902","19","Pulau Mendanau"
"1347","40115","1902","19","Pulau Menduluk"
"1348","40116","1902","19","Pulau Mengkukong"
"1349","40117","1902","19","Pulau Mentarak"
"1350","40118","1902","19","Pulau Mentikus"
"1351","40119","1902","19","Pulau Merak"
"1352","40120","1902","19","Pulau Naduk"
"1353","40121","1902","19","Pulau Naning"
"1354","40122","1902","19","Pulau Nibong"
"1355","40123","1902","19","Pulau Nibung"
"1356","40124","1902","19","Pulau Palak Pulau"
"1357","40125","1902","19","Pulau Panjang"
"1358","40126","1902","19","Pulau Pegadoran"
"1359","40127","1902","19","Pulau Pelemah"
"1360","40128","1902","19","Pulau Pemulutan Gede"
"1361","40129","1902","19","Pulau Pemulutan Kecik"
"1362","40130","1902","19","Pulau Perut"
"1363","40131","1902","19","Pulau Piling"
"1364","40132","1902","19","Pulau Pluntang Besar"
"1365","40133","1902","19","Pulau Pluntang Kecil"
"1366","40134","1902","19","Pulau Punai"
"1367","40135","1902","19","Pulau Rengit"
"1368","40136","1902","19","Pulau Ru'"
"1369","40137","1902","19","Pulau Rumput"
"1370","40138","1902","19","Pulau Sebongkok"
"1371","40139","1902","19","Pulau Sekutai"
"1372","40140","1902","19","Pulau Selema"
"1373","40141","1902","19","Pulau Seliuk"
"1374","40142","1902","19","Pulau Semedang"
"1375","40143","1902","19","Pulau Semedang Kecil"
"1376","40144","1902","19","Pulau Senggugut"
"1377","40145","1902","19","Pulau Sepindang"
"1378","40146","1902","19","Pulau Seribu"
"1379","40147","1902","19","Pulau Siantu"
"1380","40148","1902","19","Pulau Sikantan"
"1381","40149","1902","19","Pulau Sunuk"
"1382","40150","1902","19","Pulau Tambor"
"1383","40151","1902","19","Pulau Tebirak"
"1384","40152","1902","19","Pulau Tebirak Kecik"
"1385","40153","1902","19","Pulau Tukong Darat"
"1386","40154","1902","19","Pulau Tukong Laut"
"1387","40155","1902","19","Pulau Tukongaji"
"1388","40156","1902","19","Pulau Tukongkelayang"
"1389","40157","1902","19","Pulau Tukongkerak"
"1390","40158","1902","19","Pulau Tukongkikmoi"
"1391","40159","1902","19","Pulau Tupai"
"1392","40160","1902","19","Pulau Ulatbulu"
"1393","40161","1902","19","Pulau Umangkecil"
"1394","40001","1903","19","Pulau Anakaik"
"1395","40002","1903","19","Pulau Baginda Selatan"
"1396","40003","1903","19","Pulau Baginda Tengah"
"1397","40004","1903","19","Pulau Baginda Timur"
"1398","40005","1903","19","Pulau Baginda Utara"
"1399","40006","1903","19","Pulau Batu Besar"
"1400","40007","1903","19","Pulau Batu Rerek"
"1401","40008","1903","19","Pulau Batubedaun"
"1402","40009","1903","19","Pulau Batuberigak"
"1403","40010","1903","19","Pulau Batugajah"
"1404","40011","1903","19","Pulau Batukodok"
"1405","40012","1903","19","Pulau Batuperahu"
"1406","40013","1903","19","Pulau Batusairin"
"1407","40014","1903","19","Pulau Batuspit"
"1408","40015","1903","19","Pulau Batutambun"
"1409","40016","1903","19","Pulau Batutanjung"
"1410","40017","1903","19","Pulau Bayan"
"1411","40018","1903","19","Pulau Besar"
"1412","40019","1903","19","Pulau Bidadari"
"1413","40020","1903","19","Pulau Burung"
"1414","40021","1903","19","Pulau Celagen"
"1415","40022","1903","19","Pulau Dapur"
"1416","40023","1903","19","Pulau Dapur Kecil"
"1417","40024","1903","19","Pulau Daun"
"1418","40025","1903","19","Pulau Ibul"
"1419","40026","1903","19","Pulau Karangabang"
"1420","40027","1903","19","Pulau Karangbeling"
"1421","40028","1903","19","Pulau Karangmalang"
"1422","40029","1903","19","Pulau Karangnamak Jaoh"
"1423","40030","1903","19","Pulau Karangnamak Pinggir"
"1424","40031","1903","19","Pulau Karangrakit"
"1425","40032","1903","19","Pulau Karangtembaga"
"1426","40033","1903","19","Pulau Kelapan"
"1427","40034","1903","19","Pulau Krasak Darat"
"1428","40035","1903","19","Pulau Krasak Laut"
"1429","40036","1903","19","Pulau Kuyung"
"1430","40037","1903","19","Pulau Lepar"
"1431","40038","1903","19","Pulau Lisum"
"1432","40039","1903","19","Pulau Lutung"
"1433","40040","1903","19","Pulau Malangbelayar"
"1434","40041","1903","19","Pulau Mempunai"
"1435","40042","1903","19","Pulau Mentangor"
"1436","40043","1903","19","Pulau Muarabayan"
"1437","40044","1903","19","Pulau Muaraduo"
"1438","40045","1903","19","Pulau Panjang"
"1439","40046","1903","19","Pulau Pemain"
"1440","40047","1903","19","Pulau Pemulut"
"1441","40048","1903","19","Pulau Pergam"
"1442","40049","1903","19","Pulau Petianak"
"1443","40050","1903","19","Pulau Pongok"
"1444","40051","1903","19","Pulau Pongok Anak"
"1445","40052","1903","19","Pulau Pongok Riseng"
"1446","40053","1903","19","Pulau Rerek"
"1447","40054","1903","19","Pulau Sangkar Ikan Kecil"
"1448","40055","1903","19","Pulau Sangkarikan"
"1449","40056","1903","19","Pulau Seniur"
"1450","40057","1903","19","Pulau Senuak Besar"
"1451","40058","1903","19","Pulau Senuak Kecil"
"1452","40059","1903","19","Pulau Serapung"
"1453","40060","1903","19","Pulau Spetek"
"1454","40061","1903","19","Pulau Tinggi"
"1455","40001","1904","19","Pulau Batu Belubang"
"1456","40002","1904","19","Pulau Batu Buntal"
"1457","40003","1904","19","Pulau Bebuar"
"1458","40004","1904","19","Pulau Bedaun"
"1459","40005","1904","19","Pulau Begedung"
"1460","40006","1904","19","Pulau Berumput"
"1461","40007","1904","19","Pulau Gusung Barat"
"1462","40008","1904","19","Pulau Gusung Timur"
"1463","40009","1904","19","Pulau Gusungasam"
"1464","40010","1904","19","Pulau Gusunggurak"
"1465","40011","1904","19","Pulau Gusungketugar"
"1466","40012","1904","19","Pulau Gusungmeriam"
"1467","40013","1904","19","Pulau Kelasa"
"1468","40014","1904","19","Pulau Ketawai"
"1469","40015","1904","19","Pulau Ketugar"
"1470","40016","1904","19","Pulau Malangbegedung"
"1471","40017","1904","19","Pulau Malangpelepes"
"1472","40018","1904","19","Pulau Nangka"
"1473","40019","1904","19","Pulau Panjang"
"1474","40020","1904","19","Pulau Pelepes"
"1475","40021","1904","19","Pulau Semujur"
"1476","40022","1904","19","Pulau Tikus"
"1477","40023","1904","19","Pulau Tukungkelasa Darat"
"1478","40024","1904","19","Pulau Tukungkelasa Laut"
"1479","40001","1905","19","Pulau Asau"
"1480","40002","1905","19","Pulau Bangau"
"1481","40003","1905","19","Pulau Batu Lukut"
"1482","40004","1905","19","Pulau Batuakek"
"1483","40005","1905","19","Pulau Batualoy"
"1484","40006","1905","19","Pulau Batuampar"
"1485","40007","1905","19","Pulau Batubangali"
"1486","40008","1905","19","Pulau Batubawok"
"1487","40009","1905","19","Pulau Batubedaun"
"1488","40010","1905","19","Pulau Batubelacan"
"1489","40011","1905","19","Pulau Batubelembang"
"1490","40012","1905","19","Pulau Batubelunjung"
"1491","40013","1905","19","Pulau Batubenting"
"1492","40014","1905","19","Pulau Batubetingjabik"
"1493","40015","1905","19","Pulau Batubundek"
"1494","40016","1905","19","Pulau Batukarang"
"1495","40017","1905","19","Pulau Batukelapa"
"1496","40018","1905","19","Pulau Batukelawai Selatan"
"1497","40019","1905","19","Pulau Batukelawai Utara"
"1498","40020","1905","19","Pulau Batukelayang"
"1499","40021","1905","19","Pulau Batukerak"
"1500","40022","1905","19","Pulau Batukeruntong"
"1501","40023","1905","19","Pulau Batukumbang"
"1502","40024","1905","19","Pulau Batukurakura"
"1503","40025","1905","19","Pulau Batulayar"
"1504","40026","1905","19","Pulau Batulebar"
"1505","40027","1905","19","Pulau Batumalangbabi"
"1506","40028","1905","19","Pulau Batumalangkila"
"1507","40029","1905","19","Pulau Batumalangrakit"
"1508","40030","1905","19","Pulau Batumelintang"
"1509","40031","1905","19","Pulau Batunek"
"1510","40032","1905","19","Pulau Batunekakek"
"1511","40033","1905","19","Pulau Batununggal"
"1512","40034","1905","19","Pulau Batupait"
"1513","40035","1905","19","Pulau Batupandan"
"1514","40036","1905","19","Pulau Batupanjang"
"1515","40037","1905","19","Pulau Batupayung"
"1516","40038","1905","19","Pulau Batupecah"
"1517","40039","1905","19","Pulau Baturoti"
"1518","40040","1905","19","Pulau Batuserincong"
"1519","40041","1905","19","Pulau Batutenam"
"1520","40042","1905","19","Pulau Batuteripang"
"1521","40043","1905","19","Pulau Batuteripang"
"1522","40044","1905","19","Pulau Batutiga"
"1523","40045","1905","19","Pulau Batuudang"
"1524","40046","1905","19","Pulau Batuujungbeting"
"1525","40047","1905","19","Pulau Bedegum"
"1526","40048","1905","19","Pulau Bembang"
"1527","40049","1905","19","Pulau Buta"
"1528","40050","1905","19","Pulau Catok"
"1529","40051","1905","19","Pulau Ceper"
"1530","40052","1905","19","Pulau Kambing"
"1531","40053","1905","19","Pulau Karangpayung"
"1532","40054","1905","19","Pulau Kelape Barat"
"1533","40055","1905","19","Pulau Kelape Tengah"
"1534","40056","1905","19","Pulau Kelape Timur"
"1535","40057","1905","19","Pulau Kemuja"
"1536","40058","1905","19","Pulau Kemuja Kecil"
"1537","40059","1905","19","Pulau Lengkuas"
"1538","40060","1905","19","Pulau Lisum"
"1539","40061","1905","19","Pulau Malangguntur"
"1540","40062","1905","19","Pulau Malanghiu"
"1541","40063","1905","19","Pulau Mapat"
"1542","40064","1905","19","Pulau Medang"
"1543","40065","1905","19","Pulau Melala"
"1544","40066","1905","19","Pulau Mentigi"
"1545","40067","1905","19","Pulau Nanas Besar"
"1546","40068","1905","19","Pulau Nanas Kecil"
"1547","40069","1905","19","Pulau Nek Aji Duwe"
"1548","40070","1905","19","Pulau Nek Aji Sikok"
"1549","40071","1905","19","Pulau Nek Aji Tigei"
"1550","40072","1905","19","Pulau Pebirik"
"1551","40073","1905","19","Pulau Penaga"
"1552","40074","1905","19","Pulau Perut"
"1553","40075","1905","19","Pulau Punai"
"1554","40076","1905","19","Pulau Putri"
"1555","40077","1905","19","Pulau Saman"
"1556","40078","1905","19","Pulau Semumbung"
"1557","40079","1905","19","Pulau Tanuna"
"1558","40080","1905","19","Pulau Tenung"
"1559","40081","1905","19","Pulau Timah"
"1560","40001","1906","19","Pulau Aer"
"1561","40002","1906","19","Pulau Aikdarat"
"1562","40003","1906","19","Pulau Air Masin Kecil"
"1563","40004","1906","19","Pulau Airmasin"
"1564","40005","1906","19","Pulau Antik"
"1565","40006","1906","19","Pulau Ayam Besar"
"1566","40007","1906","19","Pulau Ayam Kecil"
"1567","40008","1906","19","Pulau Babi"
"1568","40009","1906","19","Pulau Bakau"
"1569","40010","1906","19","Pulau Bakaujao"
"1570","40011","1906","19","Pulau Batu Keturunan"
"1571","40012","1906","19","Pulau Batuacok"
"1572","40013","1906","19","Pulau Batuatuat"
"1573","40014","1906","19","Pulau Batubedaun"
"1574","40015","1906","19","Pulau Batuburok"
"1575","40016","1906","19","Pulau Batuitam"
"1576","40017","1906","19","Pulau Batumalang"
"1577","40018","1906","19","Pulau Batumalang Tanjungpiatu"
"1578","40019","1906","19","Pulau Batungampar"
"1579","40020","1906","19","Pulau Batupakau"
"1580","40021","1906","19","Pulau Batuperapera"
"1581","40022","1906","19","Pulau Batupulas"
"1582","40023","1906","19","Pulau Batupute"
"1583","40024","1906","19","Pulau Baturiung"
"1584","40025","1906","19","Pulau Batusuaklumpur"
"1585","40026","1906","19","Pulau Batutigetukuk"
"1586","40027","1906","19","Pulau Batutinde"
"1587","40028","1906","19","Pulau Batutinggi"
"1588","40029","1906","19","Pulau Batutugang"
"1589","40030","1906","19","Pulau Bayan"
"1590","40031","1906","19","Pulau Belukut"
"1591","40032","1906","19","Pulau Berlian"
"1592","40033","1906","19","Pulau Berukik Darat"
"1593","40034","1906","19","Pulau Berukik Laut"
"1594","40035","1906","19","Pulau Berukik Tengah"
"1595","40036","1906","19","Pulau Berukik Tengah"
"1596","40037","1906","19","Pulau Berumput"
"1597","40038","1906","19","Pulau Bukulimau"
"1598","40039","1906","19","Pulau Buronggantong"
"1599","40040","1906","19","Pulau Campangkemudi"
"1600","40041","1906","19","Pulau Gresik"
"1601","40042","1906","19","Pulau Gusong Cine"
"1602","40043","1906","19","Pulau Gusongamer"
"1603","40044","1906","19","Pulau Gusongcampangkemudi"
"1604","40045","1906","19","Pulau Gusongmataris"
"1605","40046","1906","19","Pulau Gusongpangau"
"1606","40047","1906","19","Pulau Gusongparak"
"1607","40048","1906","19","Pulau Gusongpelanduk"
"1608","40049","1906","19","Pulau Gusongpulauaer"
"1609","40050","1906","19","Pulau Gusongputri"
"1610","40051","1906","19","Pulau Gusongtere"
"1611","40052","1906","19","Pulau Gusongtiangpal"
"1612","40053","1906","19","Pulau Gusungmadok"
"1613","40054","1906","19","Pulau Ipil"
"1614","40055","1906","19","Pulau Karanggosongantu"
"1615","40056","1906","19","Pulau Karanggusongjong"
"1616","40057","1906","19","Pulau Karangkera Selatan"
"1617","40058","1906","19","Pulau Karanglampu"
"1618","40059","1906","19","Pulau Karangmandi"
"1619","40060","1906","19","Pulau Karangpering"
"1620","40061","1906","19","Pulau Karangraya"
"1621","40062","1906","19","Pulau Karangtambang"
"1622","40063","1906","19","Pulau Karangtigepulo"
"1623","40064","1906","19","Pulau Keluang"
"1624","40065","1906","19","Pulau Kenek"
"1625","40066","1906","19","Pulau Keran"
"1626","40067","1906","19","Pulau Ketapang"
"1627","40068","1906","19","Pulau Kiumi"
"1628","40069","1906","19","Pulau Kuale"
"1629","40070","1906","19","Pulau Lindung Darat"
"1630","40071","1906","19","Pulau Lindung Laut"
"1631","40072","1906","19","Pulau Long"
"1632","40073","1906","19","Pulau Marai"
"1633","40074","1906","19","Pulau Mata Satu"
"1634","40075","1906","19","Pulau Melidang"
"1635","40076","1906","19","Pulau Memperak"
"1636","40077","1906","19","Pulau Menterus"
"1637","40078","1906","19","Pulau Meranai"
"1638","40079","1906","19","Pulau Meriam"
"1639","40080","1906","19","Pulau Mirang"
"1640","40081","1906","19","Pulau Nangka"
"1641","40082","1906","19","Pulau Nepi"
"1642","40083","1906","19","Pulau Nibong Seribu"
"1643","40084","1906","19","Pulau Obi"
"1644","40085","1906","19","Pulau Pakuk"
"1645","40086","1906","19","Pulau Pangau"
"1646","40087","1906","19","Pulau Panjang"
"1647","40088","1906","19","Pulau Pekandis"
"1648","40089","1906","19","Pulau Penanas"
"1649","40090","1906","19","Pulau Pengapit Gede"
"1650","40091","1906","19","Pulau Pengapit Kecik"
"1651","40092","1906","19","Pulau Penyamuk"
"1652","40093","1906","19","Pulau Pesambung"
"1653","40094","1906","19","Pulau Pesemut"
"1654","40095","1906","19","Pulau Pipit"
"1655","40096","1906","19","Pulau Punai"
"1656","40097","1906","19","Pulau Putih"
"1657","40098","1906","19","Pulau Rotan"
"1658","40099","1906","19","Pulau Saung"
"1659","40100","1906","19","Pulau Seberang"
"1660","40101","1906","19","Pulau Sekacang"
"1661","40102","1906","19","Pulau Sekepar"
"1662","40103","1906","19","Pulau Sekunyit"
"1663","40104","1906","19","Pulau Selanduk"
"1664","40105","1906","19","Pulau Sembilan"
"1665","40106","1906","19","Pulau Sentigi"
"1666","40107","1906","19","Pulau Sentuang"
"1667","40108","1906","19","Pulau Serukat"
"1668","40109","1906","19","Pulau Siadung"
"1669","40110","1906","19","Pulau Suakaris"
"1670","40111","1906","19","Pulau Suakaris Duak"
"1671","40112","1906","19","Pulau Sukun"
"1672","40113","1906","19","Pulau Tang"
"1673","40114","1906","19","Pulau Tanggakbatu"
"1674","40115","1906","19","Pulau Tanjungsebatang"
"1675","40116","1906","19","Pulau Tank"
"1676","40117","1906","19","Pulau Tapok"
"1677","40118","1906","19","Pulau Telagapahat"
"1678","40119","1906","19","Pulau Tempuling"
"1679","40120","1906","19","Pulau Tenga"
"1680","40121","1906","19","Pulau Tengah"
"1681","40122","1906","19","Pulau Tuan"
"1682","40001","2100","21","Pulau Batubulai"
"1683","40002","2100","21","Pulau Lampu"
"1684","40003","2100","21","Pulau Layak"
"1685","40004","2100","21","Pulau Layar"
"1686","40005","2100","21","Pulau Manjin"
"1687","40006","2100","21","Pulau Nyirih"
"1688","40007","2100","21","Pulau Siuma"
"1689","40008","2100","21","Pulau Sluma"
"1690","40009","2100","21","Pulau Telor"
"1691","40010","2100","21","Pulau Telur"
"1692","40011","2100","21","Pulau Tokongberlayar"
"1693","40012","2100","21","Pulau Tokongempatlima"
"1694","40013","2100","21","Pulau Tokongsluma"
"1695","40014","2100","21","Pulau Ujungbatu"
"1696","40001","2101","21","Pulau Air Besar"
"1697","40002","2101","21","Pulau Air Kecil"
"1698","40003","2101","21","Pulau Ajap"
"1699","40004","2101","21","Pulau Alangbakau"
"1700","40005","2101","21","Pulau Alanghutan"
"1701","40006","2101","21","Pulau Alursirai"
"1702","40007","2101","21","Pulau Anak Malangberdaun"
"1703","40008","2101","21","Pulau Anak Tapaigunung"
"1704","40009","2101","21","Pulau Anak Tapaipasir"
"1705","40010","2101","21","Pulau Anakaur"
"1706","40011","2101","21","Pulau Angkut"
"1707","40012","2101","21","Pulau Antu"
"1708","40013","2101","21","Pulau Balau"
"1709","40014","2101","21","Pulau Batu"
"1710","40015","2101","21","Pulau Batu Manjin Kecil"
"1711","40016","2101","21","Pulau Batuberias Besar"
"1712","40017","2101","21","Pulau Batuberias Kecil"
"1713","40018","2101","21","Pulau Batukucing"
"1714","40019","2101","21","Pulau Batukucing Kecil"
"1715","40020","2101","21","Pulau Batuputih"
"1716","40021","2101","21","Pulau Batutukong"
"1717","40022","2101","21","Pulau Batutunggal"
"1718","40023","2101","21","Pulau Bayan"
"1719","40024","2101","21","Pulau Bedua"
"1720","40025","2101","21","Pulau Belading"
"1721","40026","2101","21","Pulau Benua"
"1722","40027","2101","21","Pulau Berakit"
"1723","40028","2101","21","Pulau Beralasbakau"
"1724","40029","2101","21","Pulau Beralaspasir"
"1725","40030","2101","21","Pulau Beruan"
"1726","40031","2101","21","Pulau Betunda"
"1727","40032","2101","21","Pulau Betung"
"1728","40033","2101","21","Pulau Bintan"
"1729","40034","2101","21","Pulau Buau"
"1730","40035","2101","21","Pulau Bulan"
"1731","40036","2101","21","Pulau Bulat"
"1732","40037","2101","21","Pulau Bungin"
"1733","40038","2101","21","Pulau Bunut"
"1734","40039","2101","21","Pulau Burung"
"1735","40040","2101","21","Pulau Burus"
"1736","40041","2101","21","Pulau Buton"
"1737","40042","2101","21","Pulau Cempedak"
"1738","40043","2101","21","Pulau Ceperak"
"1739","40044","2101","21","Pulau Cicin"
"1740","40045","2101","21","Pulau Dendang"
"1741","40046","2101","21","Pulau Dendun"
"1742","40047","2101","21","Pulau Dundum"
"1743","40048","2101","21","Pulau Empat"
"1744","40049","2101","21","Pulau Empat Hulu"
"1745","40050","2101","21","Pulau Empat Tengah"
"1746","40051","2101","21","Pulau Gabi"
"1747","40052","2101","21","Pulau Gamai"
"1748","40053","2101","21","Pulau Gego"
"1749","40054","2101","21","Pulau Gego Besar"
"1750","40055","2101","21","Pulau Gego Kecil"
"1751","40056","2101","21","Pulau Genting"
"1752","40057","2101","21","Pulau Gimal"
"1753","40058","2101","21","Pulau Gin Besar"
"1754","40059","2101","21","Pulau Gin Kecil"
"1755","40060","2101","21","Pulau Hangtuah"
"1756","40061","2101","21","Pulau Ibul"
"1757","40062","2101","21","Pulau Jelak"
"1758","40063","2101","21","Pulau Jengkulak"
"1759","40064","2101","21","Pulau Jengkulan"
"1760","40065","2101","21","Pulau Jitan"
"1761","40066","2101","21","Pulau Jonggol"
"1762","40067","2101","21","Pulau Kambat"
"1763","40068","2101","21","Pulau Kapal"
"1764","40069","2101","21","Pulau Kapal"
"1765","40070","2101","21","Pulau Kekip"
"1766","40071","2101","21","Pulau Kelong"
"1767","40072","2101","21","Pulau Kenaong"
"1768","40073","2101","21","Pulau Kepalatambelan"
"1769","40074","2101","21","Pulau Kepayang"
"1770","40075","2101","21","Pulau Kera"
"1771","40076","2101","21","Pulau Kerapu"
"1772","40077","2101","21","Pulau Kerengga"
"1773","40078","2101","21","Pulau Keter Laut"
"1774","40079","2101","21","Pulau Keter Tengah"
"1775","40080","2101","21","Pulau Koyang"
"1776","40081","2101","21","Pulau Kunyit"
"1777","40082","2101","21","Pulau Kunyit Besar"
"1778","40083","2101","21","Pulau Lakis"
"1779","40084","2101","21","Pulau Lampu Hijau"
"1780","40085","2101","21","Pulau Larang"
"1781","40086","2101","21","Pulau Ledang"
"1782","40087","2101","21","Pulau Lesuh"
"1783","40088","2101","21","Pulau Linar"
"1784","40089","2101","21","Pulau Lintang"
"1785","40090","2101","21","Pulau Lipih"
"1786","40091","2101","21","Pulau Lobam"
"1787","40092","2101","21","Pulau Lobam Kecil"
"1788","40093","2101","21","Pulau Lobam Laut"
"1789","40094","2101","21","Pulau Malang Manjin"
"1790","40095","2101","21","Pulau Malangbai"
"1791","40096","2101","21","Pulau Malangbelah"
"1792","40097","2101","21","Pulau Malangberdaun"
"1793","40098","2101","21","Pulau Malangburuk"
"1794","40099","2101","21","Pulau Malangcenggom"
"1795","40100","2101","21","Pulau Malangdaun"
"1796","40101","2101","21","Pulau Malanghantu"
"1797","40102","2101","21","Pulau Malanghitam"
"1798","40103","2101","21","Pulau Malangjarum"
"1799","40104","2101","21","Pulau Malangjeraha Besar"
"1800","40105","2101","21","Pulau Malangjeraha Kecil"
"1801","40106","2101","21","Pulau Malangkemerang"
"1802","40107","2101","21","Pulau Malangladi"
"1803","40108","2101","21","Pulau Malanglayar"
"1804","40109","2101","21","Pulau Malangmarah"
"1805","40110","2101","21","Pulau Malangmerah"
"1806","40111","2101","21","Pulau Malangmusuh"
"1807","40112","2101","21","Pulau Malangnangka Besar"
"1808","40113","2101","21","Pulau Malangnangka Kecil"
"1809","40114","2101","21","Pulau Malangorang"
"1810","40115","2101","21","Pulau Malangpandan"
"1811","40116","2101","21","Pulau Malangpating"
"1812","40117","2101","21","Pulau Malangpempan"
"1813","40118","2101","21","Pulau Malangpenyusuk"
"1814","40119","2101","21","Pulau Malangperang"
"1815","40120","2101","21","Pulau Malangsama"
"1816","40121","2101","21","Pulau Malangsamar"
"1817","40122","2101","21","Pulau Malangsegalah"
"1818","40123","2101","21","Pulau Malangtempurung"
"1819","40124","2101","21","Pulau Malangterantau"
"1820","40125","2101","21","Pulau Malen Besar"
"1821","40126","2101","21","Pulau Malen Kecil"
"1822","40127","2101","21","Pulau Mana"
"1823","40128","2101","21","Pulau Mandariki"
"1824","40129","2101","21","Pulau Mangkil Besar"
"1825","40130","2101","21","Pulau Mangkil Kecil"
"1826","40131","2101","21","Pulau Mang'Oi"
"1827","40132","2101","21","Pulau Mang'Oi Kecil"
"1828","40133","2101","21","Pulau Manjin"
"1829","40134","2101","21","Pulau Manjin Besar"
"1830","40135","2101","21","Pulau Manjin Kecil"
"1831","40136","2101","21","Pulau Manjin Kecil"
"1832","40137","2101","21","Pulau Manjin Kecil"
"1833","40138","2101","21","Pulau Manjin Laut"
"1834","40139","2101","21","Pulau Mantang"
"1835","40140","2101","21","Pulau Mapur"
"1836","40141","2101","21","Pulau Mas"
"1837","40142","2101","21","Pulau Melibun"
"1838","40143","2101","21","Pulau Mempuruh"
"1839","40144","2101","21","Pulau Mendara"
"1840","40145","2101","21","Pulau Menggirang Besar"
"1841","40146","2101","21","Pulau Menggirang Kecil"
"1842","40147","2101","21","Pulau Mentebung"
"1843","40148","2101","21","Pulau Merapas"
"1844","40149","2101","21","Pulau Merbai"
"1845","40150","2101","21","Pulau Mingki"
"1846","40151","2101","21","Pulau Nangka"
"1847","40152","2101","21","Pulau Ngalih"
"1848","40153","2101","21","Pulau Ngao"
"1849","40154","2101","21","Pulau Nibung"
"1850","40155","2101","21","Pulau Nikoe"
"1851","40156","2101","21","Pulau Nimbul"
"1852","40157","2101","21","Pulau Numbing"
"1853","40158","2101","21","Pulau Nyirih"
"1854","40159","2101","21","Pulau Nyiur Besar"
"1855","40160","2101","21","Pulau Panau"
"1856","40161","2101","21","Pulau Pangkil"
"1857","40162","2101","21","Pulau Panjang"
"1858","40163","2101","21","Pulau Patung Besar"
"1859","40164","2101","21","Pulau Patung Kecil"
"1860","40165","2101","21","Pulau Patung Laut"
"1861","40166","2101","21","Pulau Payung"
"1862","40167","2101","21","Pulau Pejantan"
